benchmark,model,provider,item_id,category,proportion,order,trial_index,coordination_tokens,reasoning_tokens,task_tokens_full,task_tokens_used,task_truncated,prediction,answer,correct,score_hits,score_total,score_fraction,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,0,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1554
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,1,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1330
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,2,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1032
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,3,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1260
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,4,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1293
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,5,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1148
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,6,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1215
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,7,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1908
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,8,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1342
mmlu_pro_pack,claude-haiku-4-5-20251001,anthropic,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,9,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""H"", ""I""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,3,10,0.3,3272,72,0.0029056000000000004,1029
