model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,crdt_throughput,mls_rfc,three_encryption_options,recommends_option_b,pg_limit,redis_pubsub_rate,redis_streams_latency,prosemirror_richtext,backend_rampup,infra_migration_weeks
gpt-4.1-mini,openai,0.0,coord_first,0,0,32431,32768,0.8,1.0,32994,1024,0.014836,14470.683458000167,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,1,0,32431,32768,0.8,1.0,32994,1024,0.014836,15998.36087499989,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,2,0,32431,32768,0.8,1.0,32994,1024,0.014836,18055.247207999855,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,3,0,32431,32768,0.8,1.0,32994,1024,0.014836,54388.36408300017,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,4,0,32431,32768,0.8,1.0,32994,1024,0.014836,12323.606250000012,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,5,0,32431,32768,0.8,1.0,32994,1024,0.014836,21314.5289590002,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,6,0,32431,32768,0.8,1.0,32994,1024,0.014836,23245.564249999916,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,7,0,32431,32768,0.8,1.0,32994,1024,0.014836,18827.721209000174,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,8,0,32431,32768,0.8,1.0,32994,1024,0.014836,64848.21024999997,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,9,0,32431,32768,0.8,1.0,32994,1024,0.014836,31839.163292000194,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,0,0,32431,32768,0.8,1.0,32994,1024,0.014836,16839.080708999973,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,1,0,32431,32768,0.8,1.0,32994,1024,0.014836,16943.556875000013,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,2,0,32431,32768,0.8,1.0,32994,1024,0.014836,15546.62133299962,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,3,0,32431,32768,0.8,1.0,32994,1024,0.014836,19991.534999999887,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,4,0,32431,32768,0.8,1.0,32994,1021,0.014831200000000001,22968.741582999883,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,5,0,32431,32768,0.8,1.0,32994,1024,0.014836,18018.807749999723,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,6,0,32431,32768,0.8,1.0,32994,1024,0.014836,32716.921290999835,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,7,0,32431,32768,0.8,1.0,32994,1024,0.014836,14716.8824580001,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,8,0,32431,32768,0.8,1.0,32994,1024,0.014836,19730.654792000223,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,9,0,32431,32768,0.9,1.0,32994,1024,0.014836,23236.903416999667,1,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,0,8107,24324,32768,0.7,0.875,32912,1024,0.0148032,19225.95350000006,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,coord_first,1,8107,24324,32768,0.7,0.875,32912,1024,0.0148032,16650.761542000055,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,coord_first,2,8107,24324,32768,0.8,1.0,32912,1024,0.0148032,11408.225083000161,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,3,8107,24324,32768,0.7,0.875,32912,1024,0.0148032,14905.90566700007,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,coord_first,4,8107,24324,32768,0.8,1.0,32912,1024,0.0148032,22255.095084000004,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,5,8107,24324,32768,0.8,1.0,32912,1024,0.0148032,27789.136166999924,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,6,8107,24324,32768,0.8,1.0,32912,1024,0.0148032,19698.86095799984,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,7,8107,24324,32768,0.8,1.0,32912,1024,0.0148032,13585.060583000086,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,8,8107,24324,32768,0.8,1.0,32912,1024,0.0148032,12020.572667000124,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,9,8107,24324,32768,0.8,1.0,32912,1024,0.0148032,26350.35466699992,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,0,8107,24324,32768,0.7,0.875,32911,1024,0.014802800000000001,17677.29941599987,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,reason_first,1,8107,24324,32768,0.8,1.0,32911,1024,0.014802800000000001,20769.092624999757,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,2,8107,24324,32768,0.8,1.0,32911,1024,0.014802800000000001,15135.523250000006,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,3,8107,24324,32768,0.9,1.0,32911,1024,0.014802800000000001,21786.281916999997,1,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,4,8107,24324,32768,0.8,1.0,32911,1024,0.014802800000000001,16822.3184579997,0,0,1,1,1,1,1,1,1,1
