model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,crdt_throughput,mls_rfc,three_encryption_options,recommends_option_b,pg_limit,redis_pubsub_rate,redis_streams_latency,prosemirror_richtext,backend_rampup,infra_migration_weeks
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,0,8023,8024,16384,1.0,1.0,19042,1024,0.0193296,10288.094499999715,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.975,reason_first,0,15645,402,16384,0.6,0.75,18578,1024,0.0189584,11161.10479100098,0,0,1,1,1,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,0,14442,1605,16384,0.8,1.0,18655,1024,0.01902,9604.704290999507,0,0,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.97,reason_first,0,15565,482,16384,0.5,0.625,18586,1024,0.018964800000000004,10878.717584000697,0,0,1,1,1,1,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.985,coord_first,0,15806,241,16384,0.4,0.25,18571,1024,0.018952800000000002,10721.289667002566,1,1,1,0,0,0,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.975,coord_first,0,15645,402,16384,0.7,0.75,18578,1024,0.0189584,10569.25254199814,1,0,1,1,1,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.98,reason_first,0,15726,321,16384,0.5,0.625,18569,1024,0.0189512,11667.600875000062,0,0,1,1,1,1,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.98,reason_first,1,15726,321,16384,0.4,0.5,18569,1024,0.0189512,10680.662916998699,0,0,1,1,1,1,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.99,reason_first,0,15886,161,16384,0.3,0.125,18563,1024,0.018946400000000002,11419.58754100051,1,1,0,0,0,0,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.97,reason_first,1,15565,482,16384,0.6,0.625,18586,1024,0.018964800000000004,11699.003124998853,0,1,1,1,0,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.985,coord_first,1,15806,241,16384,0.3,0.125,18571,1024,0.018952800000000002,11335.393542001839,1,1,1,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.99,reason_first,1,15886,161,16384,0.3,0.125,18563,1024,0.018946400000000002,11227.782750000188,1,1,0,0,0,0,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.99,reason_first,2,15886,161,16384,0.2,0.125,18563,1024,0.018946400000000002,10261.105083001894,0,1,0,0,0,0,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.985,reason_first,0,15806,241,16384,0.4,0.25,18571,1024,0.018952800000000002,10916.30529199756,1,1,1,0,0,0,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.97,coord_first,0,15565,482,16384,0.6,0.75,18586,1024,0.018964800000000004,10483.505625001271,0,0,1,1,1,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.97,coord_first,1,15565,482,16384,0.9,0.875,18586,1024,0.018964800000000004,9133.950416999141,1,1,1,1,1,1,1,0,1,1
claude-haiku-4-5-20251001,anthropic,0.975,reason_first,1,15645,402,16384,0.7,0.75,18578,1024,0.0189584,11733.508792000066,1,0,1,1,1,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.985,reason_first,1,15806,241,16384,0.1,0.125,18571,1024,0.018952800000000002,10897.155291997478,0,0,1,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.97,coord_first,2,15565,482,16384,0.7,0.75,18586,1024,0.018964800000000004,9404.080167001666,0,1,1,1,1,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,0,8023,8024,16384,0.7,0.875,19042,1024,0.0193296,11337.295916997391,0,0,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.97,reason_first,2,15565,482,16384,0.7,0.75,18586,1024,0.018964800000000004,10268.518583001423,0,1,1,1,1,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.975,coord_first,1,15645,402,16384,0.5,0.625,18578,1024,0.0189584,10680.420832999516,0,0,1,1,0,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.98,coord_first,0,15726,321,16384,0.5,0.5,18569,1024,0.0189512,10063.461416997598,1,0,1,1,1,1,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.975,reason_first,2,15645,402,16384,0.5,0.625,18578,1024,0.0189584,12156.154457999946,0,0,1,1,1,1,1,0,0,0
claude-haiku-4-5-20251001,anthropic,0.98,reason_first,2,15726,321,16384,0.6,0.625,18569,1024,0.0189512,11519.689000000653,1,0,1,1,1,1,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,1,8023,8024,16384,0.9,0.875,19042,1024,0.0193296,11587.678916999721,1,1,1,1,1,1,1,0,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,1,14442,1605,16384,0.9,1.0,18655,1024,0.01902,8090.157291000651,1,0,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,1,8023,8024,16384,0.8,0.875,19042,1024,0.0193296,8813.511208001728,0,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,2,8023,8024,16384,1.0,1.0,19042,1024,0.0193296,11985.449583997251,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.975,coord_first,2,15645,402,16384,0.7,0.625,18578,1024,0.0189584,9724.079874999006,1,1,1,1,1,1,1,0,0,0
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,2,8023,8024,16384,0.7,0.875,19042,1024,0.0193296,9215.195333003066,0,0,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.98,coord_first,1,15726,321,16384,0.6,0.625,18569,1024,0.0189512,10158.806708997872,1,0,1,1,1,1,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.99,reason_first,3,15886,161,16384,0.3,0.125,18563,1024,0.018946400000000002,10324.823499999184,1,1,0,0,0,0,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.98,coord_first,2,15726,321,16384,0.5,0.5,18569,1024,0.0189512,10158.236874998693,1,0,1,1,1,1,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.985,reason_first,2,15806,241,16384,0.3,0.25,18571,1024,0.018952800000000002,9565.008749999834,0,1,1,0,0,0,0,0,0,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,3,8023,8024,16384,0.9,1.0,19042,1024,0.0193296,8807.573457997933,0,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.97,reason_first,3,15565,482,16384,0.5,0.625,18586,1024,0.018964800000000004,10489.042999997764,0,0,1,1,1,1,1,0,0,0
claude-haiku-4-5-20251001,anthropic,0.97,reason_first,4,15565,482,16384,0.0,0.0,18586,1024,0.018964800000000004,10868.323583999882,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.985,coord_first,2,15806,241,16384,0.2,0.125,18571,1024,0.018952800000000002,11016.074499999377,0,1,1,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.97,coord_first,3,15565,482,16384,0.7,0.625,18586,1024,0.018964800000000004,10170.041332999972,1,1,1,1,1,0,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,4,8023,8024,16384,1.0,1.0,19042,1024,0.0193296,8761.86429199879,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.975,reason_first,3,15645,402,16384,0.6,0.75,18578,1024,0.0189584,11221.318457999587,0,0,1,1,1,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.975,coord_first,3,15645,402,16384,0.6,0.75,18578,1024,0.0189584,10435.367332996975,0,0,1,1,1,1,1,0,0,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,2,14442,1605,16384,0.7,0.75,18655,1024,0.01902,8821.793375002017,1,0,1,1,0,1,1,1,0,1
