benchmark,model,provider,item_id,category,proportion,order,trial_index,coordination_tokens,reasoning_tokens,task_tokens_full,task_tokens_used,task_truncated,prediction,answer,correct,score_hits,score_total,score_fraction,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,0,0,4096,3019,3019,False,"[""more armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,94,0.0030792000000000003,1572
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,1,0,4096,3019,3019,False,"[""more armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,94,0.0030792000000000003,1353
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,2,0,4096,3019,3019,False,"[""armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,93,0.0030752,1325
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,3,0,4096,3019,3019,False,"[""more armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,94,0.0030792000000000003,1566
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,4,0,4096,3019,3019,False,"[""more armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,94,0.0030792000000000003,1819
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,5,0,4096,3019,3019,False,"[""more armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,94,0.0030792000000000003,1535
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,6,0,4096,3019,3019,False,"[""more armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,94,0.0030792000000000003,1538
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,7,0,4096,3019,3019,False,"[""more armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,94,0.0030792000000000003,1604
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,8,0,4096,3019,3019,False,"[""armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,93,0.0030752,1427
drop_pack,claude-haiku-4-5-20251001,anthropic,drop-pack-20260430-0,"number,span",0.0,coord_first,9,0,4096,3019,3019,False,"[""more armoured vehicles"", ""0"", ""2626"", ""1"", ""April 23 and February 3"", ""English American"", ""16"", ""3"", ""sultan Mehmed V"", ""29""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3379,94,0.0030792000000000003,1341
